,Link,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Model,Processor Core,RAM,RAM Type,Installed SSD Type,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,HDMI Port,LAN,Finger Print Sensor,Operating System,Color,Weight (Kg),Power Adapter,Warranty,Country Of Origin
466,https://www.ryans.com/hp-15-fd0210tu-13th-gen-intel-core-i5-1335u-8gb-ram--512gb-ssd-15.6-inch-fhd-display-diamond-white-laptop,HP,HP 15-fd0210TU,15,973R5PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Diamond White,1.59,45,2,USA
467,https://www.ryans.com/hp-15-fd0210tu-13th-gen-intel-core-i5-1335u-8gb-ram--512gb-ssd-15.6-inch-fhd-display-diamond-white-laptop,HP,HP 15-fd0210TU,15,973R5PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Diamond White,1.59,45,2,USA
468,https://www.ryans.com/hp-14-ep0163tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop,HP,HP 14-ep0163TU,14,973P6PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Silver,1.4,45,2,USA
469,https://www.ryans.com/hp-14-ep0163tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop,HP,HP 14-ep0163TU,14,973P6PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Silver,1.4,45,2,USA
470,https://www.ryans.com/hp-14-ep0163tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop,HP,HP 14-ep0163TU,14,973P6PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Silver,1.4,45,2,USA
471,https://www.ryans.com/hp-15-fd0209tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop,Hp,HP 15-fd0209TU,15,973R4PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Moonlight Blue,1.59,45,2,USA
472,https://www.ryans.com/hp-15-fd0209tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop,Hp,HP 15-fd0209TU,15,973R4PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Moonlight Blue,1.59,45,2,USA
473,https://www.ryans.com/hp-15-fd0209tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop,Hp,HP 15-fd0209TU,15,973R4PA,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Moonlight Blue,1.59,45,2,USA
474,https://www.ryans.com/dell-inspiron-15-3530-13th-gen-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-carbon-black-laptop,Dell,Dell Inspiron 15 3530,Inspiron,IN3530NM1NN001OGDDD,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel(R) UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,Yes,No,Win-11 Home,Carbon Black,1.62,88,2,USA
475,https://www.ryans.com/dell-inspiron-15-3530-13th-gen-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-carbon-black-laptop,Dell,Dell Inspiron 15 3530,Inspiron,IN3530NM1NN001OGDDD,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel(R) UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,Yes,No,Win-11 Home,Carbon Black,1.62,88,2,USA
476,https://www.ryans.com/dell-inspiron-15-3530-13th-gen-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-carbon-black-laptop,Dell,Dell Inspiron 15 3530,Inspiron,IN3530NM1NN001OGDDD,Intel,Core i5 1335U,10,8GB,DDR4,NVMe PCIe,Intel(R) UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,Yes,No,Win-11 Home,Carbon Black,1.62,88,2,USA
477,https://www.ryans.com/msi-modern-15-b13m-13th-gen-intel-core-i5-1335u-15.6-inch-fhd-ips-60hz-display-classic-black-laptop,MSI,MSI Modern 15 B13M,Modern,B13M-478BD-CB51335U16GXXDX11EMH / B13M-811BD-CB51335U16GXXDX11EMH,Intel,Core i5 1335U,10,16GB,DDR4,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,1,No,No,Win-11 Home,Classic Black,1.7,65,2,Taiwan
